03-04 17:32:54  New day is coming 4 
03-04 17:32:54  Not game time, sleep... 
03-06 03:02:56  Looking for image: matching.png 
03-06 03:02:57  Still in matching 
03-06 03:02:59  Looking for image: matching.png 
03-06 03:03:00  Still in matching 
03-06 03:03:02  Looking for image: matching.png 
03-06 03:03:02  Still in matching 
03-06 03:03:05  Looking for image: matching.png 
03-06 03:03:05  Still in matching 
03-06 03:03:07  Looking for image: matching.png 
03-06 03:03:08  Still in matching 
03-06 03:03:10  Looking for image: matching.png 
03-06 03:03:11  Still in matching 
03-06 03:03:13  Looking for image: matching.png 
03-06 03:03:18  Not found matching.png, maybe match done 
03-06 03:03:21  Looking for image: matching.png 
03-06 03:03:26  Not found matching.png, maybe match done 
03-06 03:03:28  Looking for image: matching.png 
03-06 03:03:33  Not found matching.png, maybe match done 
03-06 03:03:33  matching done 
03-06 03:03:33  Game is going on. 
03-06 03:03:43  Select card. 
03-06 03:03:48  Wait for succeed 
03-06 03:03:48  Game is going on. 
03-06 03:04:06  Game is going on. 
03-06 03:04:06  Looking for image: bk1.png 
03-06 03:04:29  Game is going on. 
03-06 03:04:29  Looking for image: bk1.png 
03-06 03:04:52  Game is going on. 
03-06 03:04:52  Looking for image: bk1.png 
03-06 03:04:57  I Give up 
03-06 03:05:21  Looking for image: bk1.png 
03-06 03:05:21  Total have win: 2 
03-06 03:05:21  Start Match 
03-06 03:05:24  start round match 
03-06 03:05:26  Looking for image: matching.png 
03-06 03:05:26  Still in matching 
03-06 03:05:29  Looking for image: matching.png 
03-06 03:05:29  Still in matching 
03-06 03:05:31  Looking for image: matching.png 
03-06 03:05:32  Still in matching 
03-06 03:05:34  Looking for image: matching.png 
03-06 03:05:35  Still in matching 
03-06 03:05:37  Looking for image: matching.png 
03-06 03:05:38  Still in matching 
03-06 03:05:40  Looking for image: matching.png 
03-06 03:05:41  Still in matching 
03-06 03:05:43  Looking for image: matching.png 
03-06 03:05:43  Still in matching 
03-06 03:05:46  Looking for image: matching.png 
03-06 03:05:46  Still in matching 
03-06 03:05:48  Looking for image: matching.png 
03-06 03:05:49  Still in matching 
03-06 03:05:51  Looking for image: matching.png 
03-06 03:05:52  Still in matching 
03-06 03:05:54  Looking for image: matching.png 
03-06 03:05:59  Not found matching.png, maybe match done 
03-06 03:06:02  Looking for image: matching.png 
03-06 03:06:07  Not found matching.png, maybe match done 
03-06 03:06:09  Looking for image: matching.png 
03-06 03:06:14  Not found matching.png, maybe match done 
03-06 03:06:14  matching done 
03-06 03:06:14  Game is going on. 
03-06 03:06:24  Select card. 
03-06 03:06:29  Wait for succeed 
03-06 03:06:29  Game is going on. 
03-06 03:06:47  Game is going on. 
03-06 03:06:47  Looking for image: bk1.png 
03-06 03:07:10  Game is going on. 
03-06 03:07:10  Looking for image: bk1.png 
03-06 03:07:33  Game is going on. 
03-06 03:07:33  Looking for image: bk1.png 
03-06 03:07:39  I Give up 
03-06 03:08:02  Looking for image: bk1.png 
03-06 03:08:02  Total have win: 2 
03-06 03:08:02  Start Match 
03-06 03:08:05  start round match 
03-06 03:08:07  Looking for image: matching.png 
03-06 03:08:08  Still in matching 
03-06 03:08:10  Looking for image: matching.png 
03-06 03:08:10  Still in matching 
03-06 03:08:13  Looking for image: matching.png 
03-06 03:08:13  Still in matching 
03-06 03:08:15  Looking for image: matching.png 
03-06 03:08:16  Still in matching 
03-06 03:08:18  Looking for image: matching.png 
03-06 03:08:24  Not found matching.png, maybe match done 
03-06 03:08:26  Looking for image: matching.png 
03-06 03:08:31  Not found matching.png, maybe match done 
03-06 03:08:33  Looking for image: matching.png 
03-06 03:08:39  Not found matching.png, maybe match done 
03-06 03:08:39  matching done 
03-06 03:08:39  Game is going on. 
03-06 03:08:49  Select card. 
03-06 03:08:54  Wait for succeed 
03-06 03:08:54  Game is going on. 
03-06 03:09:12  Game is going on. 
03-06 03:09:12  Looking for image: bk1.png 
03-06 03:09:35  Game is going on. 
03-06 03:09:35  Looking for image: bk1.png 
03-06 03:09:59  Game is going on. 
03-06 03:09:59  Looking for image: bk1.png 
03-06 03:10:04  I Give up 
03-06 03:10:27  Looking for image: bk1.png 
03-06 03:10:28  Total have win: 2 
03-06 03:10:28  Start Match 
03-06 03:10:30  start round match 
03-06 03:10:32  Looking for image: matching.png 
03-06 03:10:33  Still in matching 
03-06 03:10:35  Looking for image: matching.png 
03-06 03:10:36  Still in matching 
03-06 03:10:38  Looking for image: matching.png 
03-06 03:10:39  Still in matching 
03-06 03:10:41  Looking for image: matching.png 
03-06 03:10:41  Still in matching 
03-06 03:10:44  Looking for image: matching.png 
03-06 03:10:44  Still in matching 
03-06 03:10:46  Looking for image: matching.png 
03-06 03:10:47  Still in matching 
03-06 03:10:49  Looking for image: matching.png 
03-06 03:10:50  Still in matching 
03-06 03:10:52  Looking for image: matching.png 
03-06 03:10:52  Still in matching 
03-06 03:10:55  Looking for image: matching.png 
03-06 03:11:00  Not found matching.png, maybe match done 
03-06 03:11:02  Looking for image: matching.png 
03-06 03:11:07  Not found matching.png, maybe match done 
03-06 03:11:10  Looking for image: matching.png 
03-06 03:11:14  Not found matching.png, maybe match done 
03-06 03:11:14  matching done 
03-06 03:11:14  Game is going on. 
03-06 03:11:24  Select card. 
03-06 03:11:30  Wait for succeed 
03-06 03:11:30  Game is going on. 
03-06 03:11:48  Game is going on. 
03-06 03:11:48  Looking for image: bk1.png 
03-06 03:12:11  Game is going on. 
03-06 03:12:11  Looking for image: bk1.png 
03-06 03:12:34  Game is going on. 
03-06 03:12:34  Looking for image: bk1.png 
03-06 03:12:40  I Give up 
03-06 03:13:03  Looking for image: bk1.png 
03-06 03:13:03  Total have win: 2 
03-06 03:13:03  Start Match 
03-06 03:13:06  start round match 
03-06 03:13:08  Looking for image: matching.png 
03-06 03:13:09  Still in matching 
03-06 03:13:11  Looking for image: matching.png 
03-06 03:13:11  Still in matching 
03-06 03:13:14  Looking for image: matching.png 
03-06 03:13:14  Still in matching 
03-06 03:13:16  Looking for image: matching.png 
03-06 03:13:17  Still in matching 
03-06 03:13:19  Looking for image: matching.png 
03-06 03:13:25  Not found matching.png, maybe match done 
03-06 03:13:27  Looking for image: matching.png 
03-06 03:13:32  Not found matching.png, maybe match done 
03-06 03:13:34  Looking for image: matching.png 
03-06 03:13:39  Not found matching.png, maybe match done 
03-06 03:13:39  matching done 
03-06 03:13:39  Game is going on. 
03-06 03:13:49  Select card. 
03-06 03:13:54  Wait for succeed 
03-06 03:13:54  Game is going on. 
03-06 03:14:12  Game is going on. 
03-06 03:14:12  Looking for image: bk1.png 
03-06 03:14:35  Game is going on. 
03-06 03:14:35  Looking for image: bk1.png 
03-06 03:14:59  Game is going on. 
03-06 03:14:59  Looking for image: bk1.png 
03-06 03:15:04  I Give up 
03-06 03:15:27  Looking for image: bk1.png 
03-06 03:15:28  Total have win: 2 
03-06 03:15:28  Start Match 
03-06 03:15:30  start round match 
03-06 03:15:32  Looking for image: matching.png 
03-06 03:15:33  Still in matching 
03-06 03:15:35  Looking for image: matching.png 
03-06 03:15:36  Still in matching 
03-06 03:15:38  Looking for image: matching.png 
03-06 03:15:39  Still in matching 
03-06 03:15:41  Looking for image: matching.png 
03-06 03:15:41  Still in matching 
03-06 03:15:44  Looking for image: matching.png 
03-06 03:15:44  Still in matching 
03-06 03:15:47  Looking for image: matching.png 
03-06 03:15:47  Still in matching 
03-06 03:15:49  Looking for image: matching.png 
03-06 03:15:50  Still in matching 
03-06 03:15:52  Looking for image: matching.png 
03-06 03:15:53  Still in matching 
03-06 03:15:55  Looking for image: matching.png 
03-06 03:15:57  Still in matching 
03-06 03:16:00  Looking for image: matching.png 
03-06 03:16:05  Not found matching.png, maybe match done 
03-06 03:16:07  Looking for image: matching.png 
03-06 03:16:13  Not found matching.png, maybe match done 
03-06 03:16:15  Looking for image: matching.png 
03-06 03:16:20  Not found matching.png, maybe match done 
03-06 03:16:20  matching done 
03-06 03:16:20  Game is going on. 
03-06 03:16:30  Select card. 
03-06 03:16:35  Wait for succeed 
03-06 03:16:35  Game is going on. 
03-06 03:16:53  Game is going on. 
03-06 03:16:53  Looking for image: bk1.png 
03-06 03:17:16  Game is going on. 
03-06 03:17:16  Looking for image: bk1.png 
03-06 03:17:40  Game is going on. 
03-06 03:17:40  Looking for image: bk1.png 
03-06 03:17:45  I Give up 
03-06 03:18:08  Looking for image: bk1.png 
03-06 03:18:09  Total have win: 2 
03-06 03:18:09  Start Match 
03-06 03:18:11  start round match 
03-06 03:18:13  Looking for image: matching.png 
03-06 03:18:14  Still in matching 
03-06 03:18:16  Looking for image: matching.png 
03-06 03:18:17  Still in matching 
03-06 03:18:19  Looking for image: matching.png 
03-06 03:18:19  Still in matching 
03-06 03:18:22  Looking for image: matching.png 
03-06 03:18:22  Still in matching 
03-06 03:18:24  Looking for image: matching.png 
03-06 03:18:25  Still in matching 
03-06 03:18:27  Looking for image: matching.png 
03-06 03:18:28  Still in matching 
03-06 03:18:30  Looking for image: matching.png 
03-06 03:18:31  Still in matching 
03-06 03:18:33  Looking for image: matching.png 
03-06 03:18:38  Not found matching.png, maybe match done 
03-06 03:18:40  Looking for image: matching.png 
03-06 03:18:45  Not found matching.png, maybe match done 
03-06 03:18:47  Looking for image: matching.png 
03-06 03:18:52  Not found matching.png, maybe match done 
03-06 03:18:52  matching done 
03-06 03:18:52  Game is going on. 
03-06 03:19:02  Select card. 
03-06 03:19:08  Wait for succeed 
03-06 03:19:08  Game is going on. 
03-06 03:19:26  Game is going on. 
03-06 03:19:26  Looking for image: bk1.png 
03-06 03:19:49  Game is going on. 
03-06 03:19:49  Looking for image: bk1.png 
03-06 03:20:12  Game is going on. 
03-06 03:20:12  Looking for image: bk1.png 
03-06 03:20:17  I Give up 
03-06 03:20:40  Looking for image: bk1.png 
03-06 03:20:41  Total have win: 2 
03-06 03:20:41  Start Match 
03-06 03:20:43  start round match 
03-06 03:20:45  Looking for image: matching.png 
03-06 03:20:46  Still in matching 
03-06 03:20:48  Looking for image: matching.png 
03-06 03:20:49  Still in matching 
03-06 03:20:51  Looking for image: matching.png 
03-06 03:20:51  Still in matching 
03-06 03:20:54  Looking for image: matching.png 
03-06 03:20:54  Still in matching 
03-06 03:20:56  Looking for image: matching.png 
03-06 03:20:57  Still in matching 
03-06 03:20:59  Looking for image: matching.png 
03-06 03:21:00  Still in matching 
03-06 03:21:02  Looking for image: matching.png 
03-06 03:21:02  Still in matching 
03-06 03:21:05  Looking for image: matching.png 
03-06 03:21:10  Not found matching.png, maybe match done 
03-06 03:21:12  Looking for image: matching.png 
03-06 03:21:17  Not found matching.png, maybe match done 
03-06 03:21:20  Looking for image: matching.png 
03-06 03:21:25  Not found matching.png, maybe match done 
03-06 03:21:25  matching done 
03-06 03:21:25  Game is going on. 
03-06 03:21:35  Select card. 
03-06 03:21:40  Wait for succeed 
03-06 03:21:40  Game is going on. 
03-06 03:21:58  Game is going on. 
03-06 03:21:58  Looking for image: bk1.png 
03-06 03:22:21  Game is going on. 
03-06 03:22:21  Looking for image: bk1.png 
03-06 03:22:44  Game is going on. 
03-06 03:22:44  Looking for image: bk1.png 
03-06 03:22:50  I Give up 
03-06 03:23:13  Looking for image: bk1.png 
03-06 03:23:14  Total have win: 2 
03-06 03:23:14  Start Match 
03-06 03:23:16  start round match 
03-06 03:23:18  Looking for image: matching.png 
03-06 03:23:19  Still in matching 
03-06 03:23:21  Looking for image: matching.png 
03-06 03:23:22  Still in matching 
03-06 03:23:24  Looking for image: matching.png 
03-06 03:23:24  Still in matching 
03-06 03:23:27  Looking for image: matching.png 
03-06 03:23:27  Still in matching 
03-06 03:23:29  Looking for image: matching.png 
03-06 03:23:35  Not found matching.png, maybe match done 
03-06 03:23:37  Looking for image: matching.png 
03-06 03:23:42  Not found matching.png, maybe match done 
03-06 03:23:44  Looking for image: matching.png 
03-06 03:23:50  Not found matching.png, maybe match done 
03-06 03:23:50  matching done 
03-06 03:23:50  Game is going on. 
03-06 03:24:00  Select card. 
03-06 03:24:05  Wait for succeed 
03-06 03:24:05  Game is going on. 
03-06 03:24:23  Game is going on. 
03-06 03:24:23  Looking for image: bk1.png 
03-06 03:24:46  Game is going on. 
03-06 03:24:46  Looking for image: bk1.png 
03-06 03:24:48  I win this round 
03-06 03:24:48  Total have win: 3 
03-06 03:24:48  Start Match 
03-06 03:24:50  start round match 
03-06 03:24:52  Looking for image: matching.png 
03-06 03:24:53  Still in matching 
03-06 03:24:55  Looking for image: matching.png 
03-06 03:24:56  Still in matching 
03-06 03:24:58  Looking for image: matching.png 
03-06 03:24:58  Still in matching 
03-06 03:25:01  Looking for image: matching.png 
03-06 03:25:06  Not found matching.png, maybe match done 
03-06 03:25:08  Looking for image: matching.png 
03-06 03:25:13  Not found matching.png, maybe match done 
03-06 03:25:15  Looking for image: matching.png 
03-06 03:25:20  Not found matching.png, maybe match done 
03-06 03:25:20  matching done 
03-06 03:25:20  Game is going on. 
03-06 03:25:30  Select card. 
03-06 03:25:36  Wait for succeed 
03-06 03:25:36  Game is going on. 
03-06 03:25:54  Game is going on. 
03-06 03:25:54  Looking for image: bk1.png 
03-06 03:26:17  Game is going on. 
03-06 03:26:17  Looking for image: bk1.png 
03-06 03:26:40  Game is going on. 
03-06 03:26:40  Looking for image: bk1.png 
03-06 03:26:46  I Give up 
03-06 03:27:09  Looking for image: bk1.png 
03-06 03:27:10  Total have win: 3 
03-06 03:27:10  Start Match 
03-06 03:27:12  start round match 
03-06 03:27:14  Looking for image: matching.png 
03-06 03:27:15  Still in matching 
03-06 03:27:17  Looking for image: matching.png 
03-06 03:27:17  Still in matching 
03-06 03:27:20  Looking for image: matching.png 
03-06 03:27:20  Still in matching 
03-06 03:27:22  Looking for image: matching.png 
03-06 03:27:28  Not found matching.png, maybe match done 
03-06 03:27:30  Looking for image: matching.png 
03-06 03:27:35  Not found matching.png, maybe match done 
03-06 03:27:38  Looking for image: matching.png 
03-06 03:27:43  Not found matching.png, maybe match done 
03-06 03:27:43  matching done 
03-06 03:27:43  Game is going on. 
03-06 03:27:53  Select card. 
03-06 03:27:58  Wait for succeed 
03-06 03:27:58  Game is going on. 
03-06 03:28:16  Game is going on. 
03-06 03:28:16  Looking for image: bk1.png 
03-06 03:28:39  Game is going on. 
03-06 03:28:39  Looking for image: bk1.png 
03-06 03:29:02  Game is going on. 
03-06 03:29:02  Looking for image: bk1.png 
03-06 03:29:07  I Give up 
03-06 03:29:31  Looking for image: bk1.png 
03-06 03:29:31  Total have win: 3 
03-06 03:29:31  Start Match 
03-06 03:29:34  start round match 
03-06 03:29:36  Looking for image: matching.png 
03-06 03:29:36  Still in matching 
03-06 03:29:39  Looking for image: matching.png 
03-06 03:29:39  Still in matching 
03-06 03:29:41  Looking for image: matching.png 
03-06 03:29:42  Still in matching 
03-06 03:29:44  Looking for image: matching.png 
03-06 03:29:45  Still in matching 
03-06 03:29:47  Looking for image: matching.png 
03-06 03:29:47  Still in matching 
03-06 03:29:50  Looking for image: matching.png 
03-06 03:29:55  Not found matching.png, maybe match done 
03-06 03:29:57  Looking for image: matching.png 
03-06 03:30:02  Not found matching.png, maybe match done 
03-06 03:30:05  Looking for image: matching.png 
03-06 03:30:10  Not found matching.png, maybe match done 
03-06 03:30:10  matching done 
03-06 03:30:10  Game is going on. 
03-06 03:30:20  Select card. 
03-06 03:30:25  Wait for succeed 
03-06 03:30:25  Game is going on. 
03-06 03:30:43  Game is going on. 
03-06 03:30:43  Looking for image: bk1.png 
